tox,tsi,vg,l,l1,l2,l3
4.0,6.0,0.6,140.0,46.667,46.667,46.667
4.0,6.0,0.6,145.0,48.333,48.333,48.333
4.0,6.0,0.6,150.0,50.0,50.0,50.0
4.0,6.0,0.6,155.0,51.667,51.667,51.667
4.0,6.0,0.6,160.0,53.333,53.333,53.333
4.0,6.0,0.6,165.0,55.0,55.0,55.0
4.0,6.0,0.6,170.0,56.667,56.667,56.667
4.0,6.0,0.6,175.0,58.333,58.333,58.333
4.0,6.0,0.6,180.0,60.0,60.0,60.0
4.0,6.0,0.7,90.0,30.0,30.0,30.0
4.0,6.0,0.7,95.0,31.667,31.667,31.667
4.0,6.0,0.7,100.0,33.333,33.333,33.333
4.0,6.0,0.7,105.0,35.0,35.0,35.0
4.0,6.0,0.7,110.0,36.667,36.667,36.667
4.0,6.0,0.7,115.0,38.333,38.333,38.333
4.0,6.0,0.7,120.0,40.0,40.0,40.0
4.0,6.0,0.7,125.0,41.667,41.667,41.667
4.0,6.0,0.7,130.0,43.333,43.333,43.333
4.0,6.0,0.7,135.0,45.0,45.0,45.0
4.0,6.0,0.7,140.0,46.667,46.667,46.667
4.0,6.0,0.7,145.0,48.333,48.333,48.333
4.0,6.0,0.7,150.0,50.0,50.0,50.0
4.0,6.0,0.7,155.0,51.667,51.667,51.667
4.0,6.0,0.7,160.0,53.333,53.333,53.333
4.0,6.0,0.7,165.0,55.0,55.0,55.0
4.0,6.0,0.7,170.0,56.667,56.667,56.667
4.0,6.0,0.7,175.0,58.333,58.333,58.333
4.0,6.0,0.7,180.0,60.0,60.0,60.0
4.0,6.0,0.8,90.0,30.0,30.0,30.0
4.0,6.0,0.8,95.0,31.667,31.667,31.667
4.0,6.0,0.8,100.0,33.333,33.333,33.333
4.0,6.0,0.8,105.0,35.0,35.0,35.0
4.0,6.0,0.8,110.0,36.667,36.667,36.667
4.0,6.0,0.8,115.0,38.333,38.333,38.333
4.0,6.0,0.8,120.0,40.0,40.0,40.0
4.0,6.0,0.8,125.0,41.667,41.667,41.667
4.0,6.0,0.8,130.0,43.333,43.333,43.333
4.0,6.0,0.8,135.0,45.0,45.0,45.0
4.0,6.0,0.8,140.0,46.667,46.667,46.667
4.0,6.0,0.8,145.0,48.333,48.333,48.333
4.0,6.0,0.8,150.0,50.0,50.0,50.0
4.0,6.0,0.8,155.0,51.667,51.667,51.667
4.0,6.0,0.8,160.0,53.333,53.333,53.333
4.0,6.0,0.8,165.0,55.0,55.0,55.0
4.0,6.0,0.8,170.0,56.667,56.667,56.667
4.0,6.0,0.8,175.0,58.333,58.333,58.333
4.0,6.0,0.8,180.0,60.0,60.0,60.0
4.0,6.0,0.9,90.0,30.0,30.0,30.0
4.0,6.0,0.9,95.0,31.667,31.667,31.667
4.0,6.0,0.9,100.0,33.333,33.333,33.333
4.0,6.0,0.9,105.0,35.0,35.0,35.0
4.0,6.0,0.9,110.0,36.667,36.667,36.667
4.0,6.0,0.9,115.0,38.333,38.333,38.333
4.0,6.0,0.9,120.0,40.0,40.0,40.0
4.0,6.0,0.9,125.0,41.667,41.667,41.667
4.0,6.0,0.9,130.0,43.333,43.333,43.333
4.0,6.0,0.9,135.0,45.0,45.0,45.0
4.0,6.0,0.9,140.0,46.667,46.667,46.667
4.0,6.0,0.9,145.0,48.333,48.333,48.333
4.0,6.0,0.9,150.0,50.0,50.0,50.0
4.0,6.0,0.9,155.0,51.667,51.667,51.667
4.0,6.0,0.9,160.0,53.333,53.333,53.333
4.0,6.0,0.9,165.0,55.0,55.0,55.0
4.0,6.0,0.9,170.0,56.667,56.667,56.667
4.0,6.0,0.9,175.0,58.333,58.333,58.333
4.0,6.0,0.9,180.0,60.0,60.0,60.0
4.0,6.0,1.0,90.0,30.0,30.0,30.0
4.0,6.0,1.0,95.0,31.667,31.667,31.667
4.0,6.0,1.0,100.0,33.333,33.333,33.333
4.0,6.0,1.0,105.0,35.0,35.0,35.0
4.0,6.0,1.0,110.0,36.667,36.667,36.667
4.0,6.0,1.0,115.0,38.333,38.333,38.333
4.0,6.0,1.0,120.0,40.0,40.0,40.0
4.0,6.0,1.0,125.0,41.667,41.667,41.667
4.0,6.0,1.0,130.0,43.333,43.333,43.333
4.0,6.0,1.0,135.0,45.0,45.0,45.0
4.0,6.0,1.0,140.0,46.667,46.667,46.667
4.0,6.0,1.0,145.0,48.333,48.333,48.333
4.0,6.0,1.0,150.0,50.0,50.0,50.0
4.0,6.0,1.0,155.0,51.667,51.667,51.667
4.0,6.0,1.0,160.0,53.333,53.333,53.333
4.0,6.0,1.0,165.0,55.0,55.0,55.0
4.0,6.0,1.0,170.0,56.667,56.667,56.667
4.0,6.0,1.0,175.0,58.333,58.333,58.333
4.0,6.0,1.0,180.0,60.0,60.0,60.0
4.0,7.0,0.0,90.0,30.0,30.0,30.0
4.0,7.0,0.0,95.0,31.667,31.667,31.667
4.0,7.0,0.0,100.0,33.333,33.333,33.333
4.0,7.0,0.0,105.0,35.0,35.0,35.0
4.0,7.0,0.0,110.0,36.667,36.667,36.667
4.0,7.0,0.0,115.0,38.333,38.333,38.333
4.0,7.0,0.0,120.0,40.0,40.0,40.0
4.0,7.0,0.0,125.0,41.667,41.667,41.667
4.0,7.0,0.0,130.0,43.333,43.333,43.333
4.0,7.0,0.0,135.0,45.0,45.0,45.0
4.0,7.0,0.0,140.0,46.667,46.667,46.667
4.0,7.0,0.0,145.0,48.333,48.333,48.333
4.0,7.0,0.0,150.0,50.0,50.0,50.0
4.0,7.0,0.0,155.0,51.667,51.667,51.667
4.0,7.0,0.0,160.0,53.333,53.333,53.333
4.0,7.0,0.0,165.0,55.0,55.0,55.0
4.0,7.0,0.0,170.0,56.667,56.667,56.667
4.0,7.0,0.0,175.0,58.333,58.333,58.333
4.0,7.0,0.0,180.0,60.0,60.0,60.0
4.0,7.0,0.1,90.0,30.0,30.0,30.0
4.0,7.0,0.1,95.0,31.667,31.667,31.667
4.0,7.0,0.1,100.0,33.333,33.333,33.333
4.0,7.0,0.1,105.0,35.0,35.0,35.0
4.0,7.0,0.1,110.0,36.667,36.667,36.667
4.0,7.0,0.1,115.0,38.333,38.333,38.333
4.0,7.0,0.1,120.0,40.0,40.0,40.0
4.0,7.0,0.1,125.0,41.667,41.667,41.667
4.0,7.0,0.1,130.0,43.333,43.333,43.333
4.0,7.0,0.1,135.0,45.0,45.0,45.0
4.0,7.0,0.1,140.0,46.667,46.667,46.667
4.0,7.0,0.1,145.0,48.333,48.333,48.333
4.0,7.0,0.1,150.0,50.0,50.0,50.0
4.0,7.0,0.1,155.0,51.667,51.667,51.667
4.0,7.0,0.1,160.0,53.333,53.333,53.333
4.0,7.0,0.1,165.0,55.0,55.0,55.0
4.0,7.0,0.1,170.0,56.667,56.667,56.667
4.0,7.0,0.1,175.0,58.333,58.333,58.333
4.0,7.0,0.1,180.0,60.0,60.0,60.0
4.0,7.0,0.2,90.0,30.0,30.0,30.0
4.0,7.0,0.2,95.0,31.667,31.667,31.667
4.0,7.0,0.2,100.0,33.333,33.333,33.333
4.0,7.0,0.2,105.0,35.0,35.0,35.0
4.0,7.0,0.2,110.0,36.667,36.667,36.667
4.0,7.0,0.2,115.0,38.333,38.333,38.333
4.0,7.0,0.2,120.0,40.0,40.0,40.0
4.0,7.0,0.2,125.0,41.667,41.667,41.667
4.0,7.0,0.2,130.0,43.333,43.333,43.333
4.0,7.0,0.2,135.0,45.0,45.0,45.0
4.0,7.0,0.2,140.0,46.667,46.667,46.667
4.0,7.0,0.2,145.0,48.333,48.333,48.333
4.0,7.0,0.2,150.0,50.0,50.0,50.0
4.0,7.0,0.2,155.0,51.667,51.667,51.667
4.0,7.0,0.2,160.0,53.333,53.333,53.333
4.0,7.0,0.2,165.0,55.0,55.0,55.0
4.0,7.0,0.2,170.0,56.667,56.667,56.667
4.0,7.0,0.2,175.0,58.333,58.333,58.333
4.0,7.0,0.2,180.0,60.0,60.0,60.0
4.0,7.0,0.3,90.0,30.0,30.0,30.0
4.0,7.0,0.3,95.0,31.667,31.667,31.667
4.0,7.0,0.3,100.0,33.333,33.333,33.333
4.0,7.0,0.3,105.0,35.0,35.0,35.0
4.0,7.0,0.3,110.0,36.667,36.667,36.667
4.0,7.0,0.3,115.0,38.333,38.333,38.333
4.0,7.0,0.3,120.0,40.0,40.0,40.0
4.0,7.0,0.3,125.0,41.667,41.667,41.667
4.0,7.0,0.3,130.0,43.333,43.333,43.333
4.0,7.0,0.3,135.0,45.0,45.0,45.0
4.0,7.0,0.3,140.0,46.667,46.667,46.667
4.0,7.0,0.3,145.0,48.333,48.333,48.333
4.0,7.0,0.3,150.0,50.0,50.0,50.0
4.0,7.0,0.3,155.0,51.667,51.667,51.667
4.0,7.0,0.3,160.0,53.333,53.333,53.333
4.0,7.0,0.3,165.0,55.0,55.0,55.0
4.0,7.0,0.3,170.0,56.667,56.667,56.667
4.0,7.0,0.3,175.0,58.333,58.333,58.333
4.0,7.0,0.3,180.0,60.0,60.0,60.0
4.0,7.0,0.4,90.0,30.0,30.0,30.0
4.0,7.0,0.4,95.0,31.667,31.667,31.667
4.0,7.0,0.4,100.0,33.333,33.333,33.333
4.0,7.0,0.4,105.0,35.0,35.0,35.0
4.0,7.0,0.4,110.0,36.667,36.667,36.667
4.0,7.0,0.4,115.0,38.333,38.333,38.333
4.0,7.0,0.4,120.0,40.0,40.0,40.0
4.0,7.0,0.4,125.0,41.667,41.667,41.667
4.0,7.0,0.4,130.0,43.333,43.333,43.333
4.0,7.0,0.4,135.0,45.0,45.0,45.0
4.0,7.0,0.4,140.0,46.667,46.667,46.667
4.0,7.0,0.4,145.0,48.333,48.333,48.333
4.0,7.0,0.4,150.0,50.0,50.0,50.0
4.0,7.0,0.4,155.0,51.667,51.667,51.667
4.0,7.0,0.4,160.0,53.333,53.333,53.333
4.0,7.0,0.4,165.0,55.0,55.0,55.0
4.0,7.0,0.4,170.0,56.667,56.667,56.667
4.0,7.0,0.4,175.0,58.333,58.333,58.333
4.0,7.0,0.4,180.0,60.0,60.0,60.0
4.0,7.0,0.5,90.0,30.0,30.0,30.0
4.0,7.0,0.5,95.0,31.667,31.667,31.667
4.0,7.0,0.5,100.0,33.333,33.333,33.333
4.0,7.0,0.5,105.0,35.0,35.0,35.0
4.0,7.0,0.5,110.0,36.667,36.667,36.667
4.0,7.0,0.5,115.0,38.333,38.333,38.333
4.0,7.0,0.5,120.0,40.0,40.0,40.0
4.0,7.0,0.5,125.0,41.667,41.667,41.667
4.0,7.0,0.5,130.0,43.333,43.333,43.333
4.0,7.0,0.5,135.0,45.0,45.0,45.0
4.0,7.0,0.5,140.0,46.667,46.667,46.667
4.0,7.0,0.5,145.0,48.333,48.333,48.333
4.0,7.0,0.5,150.0,50.0,50.0,50.0
4.0,7.0,0.5,155.0,51.667,51.667,51.667
4.0,7.0,0.5,160.0,53.333,53.333,53.333
4.0,7.0,0.5,165.0,55.0,55.0,55.0
4.0,7.0,0.5,170.0,56.667,56.667,56.667
4.0,7.0,0.5,175.0,58.333,58.333,58.333
4.0,7.0,0.5,180.0,60.0,60.0,60.0
4.0,7.0,0.6,90.0,30.0,30.0,30.0
4.0,7.0,0.6,95.0,31.667,31.667,31.667
4.0,7.0,0.6,100.0,33.333,33.333,33.333
4.0,7.0,0.6,105.0,35.0,35.0,35.0
4.0,7.0,0.6,110.0,36.667,36.667,36.667
4.0,7.0,0.6,115.0,38.333,38.333,38.333
4.0,7.0,0.6,120.0,40.0,40.0,40.0
4.0,7.0,0.6,125.0,41.667,41.667,41.667
4.0,7.0,0.6,130.0,43.333,43.333,43.333
4.0,7.0,0.6,135.0,45.0,45.0,45.0
4.0,7.0,0.6,140.0,46.667,46.667,46.667
4.0,7.0,0.6,145.0,48.333,48.333,48.333
4.0,7.0,0.6,150.0,50.0,50.0,50.0
4.0,7.0,0.6,155.0,51.667,51.667,51.667
4.0,7.0,0.6,160.0,53.333,53.333,53.333
4.0,7.0,0.6,165.0,55.0,55.0,55.0
4.0,7.0,0.6,170.0,56.667,56.667,56.667
4.0,7.0,0.6,175.0,58.333,58.333,58.333
4.0,7.0,0.6,180.0,60.0,60.0,60.0
4.0,7.0,0.7,90.0,30.0,30.0,30.0
4.0,7.0,0.7,95.0,31.667,31.667,31.667
4.0,7.0,0.7,100.0,33.333,33.333,33.333
4.0,7.0,0.7,105.0,35.0,35.0,35.0
4.0,7.0,0.7,110.0,36.667,36.667,36.667
4.0,7.0,0.7,115.0,38.333,38.333,38.333
4.0,7.0,0.7,120.0,40.0,40.0,40.0
4.0,7.0,0.7,125.0,41.667,41.667,41.667
4.0,7.0,0.7,130.0,43.333,43.333,43.333
4.0,7.0,0.7,135.0,45.0,45.0,45.0
4.0,7.0,0.7,140.0,46.667,46.667,46.667
4.0,7.0,0.7,145.0,48.333,48.333,48.333
4.0,7.0,0.7,150.0,50.0,50.0,50.0
4.0,7.0,0.7,155.0,51.667,51.667,51.667
4.0,7.0,0.7,160.0,53.333,53.333,53.333
4.0,7.0,0.7,165.0,55.0,55.0,55.0
4.0,7.0,0.7,170.0,56.667,56.667,56.667
4.0,7.0,0.7,175.0,58.333,58.333,58.333
4.0,7.0,0.7,180.0,60.0,60.0,60.0
4.0,7.0,0.8,90.0,30.0,30.0,30.0
4.0,7.0,0.8,95.0,31.667,31.667,31.667
4.0,7.0,0.8,100.0,33.333,33.333,33.333
4.0,7.0,0.8,105.0,35.0,35.0,35.0
4.0,7.0,0.8,110.0,36.667,36.667,36.667
4.0,7.0,0.8,115.0,38.333,38.333,38.333
4.0,7.0,0.8,120.0,40.0,40.0,40.0
4.0,7.0,0.8,125.0,41.667,41.667,41.667
4.0,7.0,0.8,130.0,43.333,43.333,43.333
4.0,7.0,0.8,135.0,45.0,45.0,45.0
4.0,7.0,0.8,140.0,46.667,46.667,46.667
4.0,7.0,0.8,145.0,48.333,48.333,48.333
4.0,7.0,0.8,150.0,50.0,50.0,50.0
4.0,7.0,0.8,155.0,51.667,51.667,51.667
4.0,7.0,0.8,160.0,53.333,53.333,53.333
4.0,7.0,0.8,165.0,55.0,55.0,55.0
4.0,7.0,0.8,170.0,56.667,56.667,56.667
4.0,7.0,0.8,175.0,58.333,58.333,58.333
4.0,7.0,0.8,180.0,60.0,60.0,60.0
4.0,7.0,0.9,90.0,30.0,30.0,30.0
4.0,7.0,0.9,95.0,31.667,31.667,31.667
4.0,7.0,0.9,100.0,33.333,33.333,33.333
4.0,7.0,0.9,105.0,35.0,35.0,35.0
4.0,7.0,0.9,110.0,36.667,36.667,36.667
4.0,7.0,0.9,115.0,38.333,38.333,38.333
4.0,7.0,0.9,120.0,40.0,40.0,40.0
4.0,7.0,0.9,125.0,41.667,41.667,41.667
4.0,7.0,0.9,130.0,43.333,43.333,43.333
4.0,7.0,0.9,135.0,45.0,45.0,45.0
4.0,7.0,0.9,140.0,46.667,46.667,46.667
4.0,7.0,0.9,145.0,48.333,48.333,48.333
4.0,7.0,0.9,150.0,50.0,50.0,50.0
4.0,7.0,0.9,155.0,51.667,51.667,51.667
4.0,7.0,0.9,160.0,53.333,53.333,53.333
4.0,7.0,0.9,165.0,55.0,55.0,55.0
4.0,7.0,0.9,170.0,56.667,56.667,56.667
4.0,7.0,0.9,175.0,58.333,58.333,58.333
4.0,7.0,0.9,180.0,60.0,60.0,60.0
4.0,7.0,1.0,90.0,30.0,30.0,30.0
4.0,7.0,1.0,95.0,31.667,31.667,31.667
4.0,7.0,1.0,100.0,33.333,33.333,33.333
4.0,7.0,1.0,105.0,35.0,35.0,35.0
4.0,7.0,1.0,110.0,36.667,36.667,36.667
4.0,7.0,1.0,115.0,38.333,38.333,38.333
4.0,7.0,1.0,120.0,40.0,40.0,40.0
4.0,7.0,1.0,125.0,41.667,41.667,41.667
4.0,7.0,1.0,130.0,43.333,43.333,43.333
4.0,7.0,1.0,135.0,45.0,45.0,45.0
4.0,7.0,1.0,140.0,46.667,46.667,46.667
4.0,7.0,1.0,145.0,48.333,48.333,48.333
4.0,7.0,1.0,150.0,50.0,50.0,50.0
4.0,7.0,1.0,155.0,51.667,51.667,51.667
4.0,7.0,1.0,160.0,53.333,53.333,53.333
4.0,7.0,1.0,165.0,55.0,55.0,55.0
4.0,7.0,1.0,170.0,56.667,56.667,56.667
4.0,7.0,1.0,175.0,58.333,58.333,58.333
4.0,7.0,1.0,180.0,60.0,60.0,60.0
4.0,8.0,0.0,90.0,30.0,30.0,30.0
4.0,8.0,0.0,95.0,31.667,31.667,31.667
4.0,8.0,0.0,100.0,33.333,33.333,33.333
4.0,8.0,0.0,105.0,35.0,35.0,35.0
4.0,8.0,0.0,110.0,36.667,36.667,36.667
4.0,8.0,0.0,115.0,38.333,38.333,38.333
4.0,8.0,0.0,120.0,40.0,40.0,40.0
4.0,8.0,0.0,125.0,41.667,41.667,41.667
4.0,8.0,0.0,130.0,43.333,43.333,43.333
4.0,8.0,0.0,135.0,45.0,45.0,45.0
4.0,8.0,0.0,140.0,46.667,46.667,46.667
4.0,8.0,0.0,145.0,48.333,48.333,48.333
4.0,8.0,0.0,150.0,50.0,50.0,50.0
4.0,8.0,0.0,155.0,51.667,51.667,51.667
4.0,8.0,0.0,160.0,53.333,53.333,53.333
4.0,8.0,0.0,165.0,55.0,55.0,55.0
4.0,8.0,0.0,170.0,56.667,56.667,56.667
4.0,8.0,0.0,175.0,58.333,58.333,58.333
4.0,8.0,0.0,180.0,60.0,60.0,60.0
4.0,8.0,0.1,90.0,30.0,30.0,30.0
4.0,8.0,0.1,95.0,31.667,31.667,31.667
4.0,8.0,0.1,100.0,33.333,33.333,33.333
4.0,8.0,0.1,105.0,35.0,35.0,35.0
4.0,8.0,0.1,110.0,36.667,36.667,36.667
4.0,8.0,0.1,115.0,38.333,38.333,38.333
4.0,8.0,0.1,120.0,40.0,40.0,40.0
4.0,8.0,0.1,125.0,41.667,41.667,41.667
4.0,8.0,0.1,130.0,43.333,43.333,43.333
4.0,8.0,0.1,135.0,45.0,45.0,45.0
4.0,8.0,0.1,140.0,46.667,46.667,46.667
4.0,8.0,0.1,145.0,48.333,48.333,48.333
4.0,8.0,0.1,150.0,50.0,50.0,50.0
4.0,8.0,0.1,155.0,51.667,51.667,51.667
4.0,8.0,0.1,160.0,53.333,53.333,53.333
4.0,8.0,0.1,165.0,55.0,55.0,55.0
4.0,8.0,0.1,170.0,56.667,56.667,56.667
4.0,8.0,0.1,175.0,58.333,58.333,58.333
4.0,8.0,0.1,180.0,60.0,60.0,60.0
4.0,8.0,0.2,90.0,30.0,30.0,30.0
4.0,8.0,0.2,95.0,31.667,31.667,31.667
4.0,8.0,0.2,100.0,33.333,33.333,33.333
4.0,8.0,0.2,105.0,35.0,35.0,35.0
4.0,8.0,0.2,110.0,36.667,36.667,36.667
4.0,8.0,0.2,115.0,38.333,38.333,38.333
4.0,8.0,0.2,120.0,40.0,40.0,40.0
4.0,8.0,0.2,125.0,41.667,41.667,41.667
4.0,8.0,0.2,130.0,43.333,43.333,43.333
4.0,8.0,0.2,135.0,45.0,45.0,45.0
4.0,8.0,0.2,140.0,46.667,46.667,46.667
4.0,8.0,0.2,145.0,48.333,48.333,48.333
4.0,8.0,0.2,150.0,50.0,50.0,50.0
4.0,8.0,0.2,155.0,51.667,51.667,51.667
4.0,8.0,0.2,160.0,53.333,53.333,53.333
4.0,8.0,0.2,165.0,55.0,55.0,55.0
4.0,8.0,0.2,170.0,56.667,56.667,56.667
4.0,8.0,0.2,175.0,58.333,58.333,58.333
4.0,8.0,0.2,180.0,60.0,60.0,60.0
4.0,8.0,0.3,90.0,30.0,30.0,30.0
4.0,8.0,0.3,95.0,31.667,31.667,31.667
4.0,8.0,0.3,100.0,33.333,33.333,33.333
4.0,8.0,0.3,105.0,35.0,35.0,35.0
4.0,8.0,0.3,110.0,36.667,36.667,36.667
4.0,8.0,0.3,115.0,38.333,38.333,38.333
4.0,8.0,0.3,120.0,40.0,40.0,40.0
4.0,8.0,0.3,125.0,41.667,41.667,41.667
4.0,8.0,0.3,130.0,43.333,43.333,43.333
4.0,8.0,0.3,135.0,45.0,45.0,45.0
4.0,8.0,0.3,140.0,46.667,46.667,46.667
4.0,8.0,0.3,145.0,48.333,48.333,48.333
4.0,8.0,0.3,150.0,50.0,50.0,50.0
4.0,8.0,0.3,155.0,51.667,51.667,51.667
4.0,8.0,0.3,160.0,53.333,53.333,53.333
4.0,8.0,0.3,165.0,55.0,55.0,55.0
4.0,8.0,0.3,170.0,56.667,56.667,56.667
4.0,8.0,0.3,175.0,58.333,58.333,58.333
4.0,8.0,0.3,180.0,60.0,60.0,60.0
4.0,8.0,0.4,90.0,30.0,30.0,30.0
4.0,8.0,0.4,95.0,31.667,31.667,31.667
4.0,8.0,0.4,100.0,33.333,33.333,33.333
4.0,8.0,0.4,105.0,35.0,35.0,35.0
4.0,8.0,0.4,110.0,36.667,36.667,36.667
4.0,8.0,0.4,115.0,38.333,38.333,38.333
4.0,8.0,0.4,120.0,40.0,40.0,40.0
4.0,8.0,0.4,125.0,41.667,41.667,41.667
4.0,8.0,0.4,130.0,43.333,43.333,43.333
4.0,8.0,0.4,135.0,45.0,45.0,45.0
4.0,8.0,0.4,140.0,46.667,46.667,46.667
4.0,8.0,0.4,145.0,48.333,48.333,48.333
4.0,8.0,0.4,150.0,50.0,50.0,50.0
4.0,8.0,0.4,155.0,51.667,51.667,51.667
4.0,8.0,0.4,160.0,53.333,53.333,53.333
4.0,8.0,0.4,165.0,55.0,55.0,55.0
4.0,8.0,0.4,170.0,56.667,56.667,56.667
4.0,8.0,0.4,175.0,58.333,58.333,58.333
4.0,8.0,0.4,180.0,60.0,60.0,60.0
4.0,8.0,0.5,90.0,30.0,30.0,30.0
4.0,8.0,0.5,95.0,31.667,31.667,31.667
4.0,8.0,0.5,100.0,33.333,33.333,33.333
4.0,8.0,0.5,105.0,35.0,35.0,35.0
4.0,8.0,0.5,110.0,36.667,36.667,36.667
4.0,8.0,0.5,115.0,38.333,38.333,38.333
4.0,8.0,0.5,120.0,40.0,40.0,40.0
4.0,8.0,0.5,125.0,41.667,41.667,41.667
4.0,8.0,0.5,130.0,43.333,43.333,43.333
4.0,8.0,0.5,135.0,45.0,45.0,45.0
4.0,8.0,0.5,140.0,46.667,46.667,46.667
4.0,8.0,0.5,145.0,48.333,48.333,48.333
4.0,8.0,0.5,150.0,50.0,50.0,50.0
4.0,8.0,0.5,155.0,51.667,51.667,51.667
4.0,8.0,0.5,160.0,53.333,53.333,53.333
4.0,8.0,0.5,165.0,55.0,55.0,55.0
4.0,8.0,0.5,170.0,56.667,56.667,56.667
4.0,8.0,0.5,175.0,58.333,58.333,58.333
4.0,8.0,0.5,180.0,60.0,60.0,60.0
4.0,8.0,0.6,90.0,30.0,30.0,30.0
4.0,8.0,0.6,95.0,31.667,31.667,31.667
4.0,8.0,0.6,100.0,33.333,33.333,33.333
4.0,8.0,0.6,105.0,35.0,35.0,35.0
4.0,8.0,0.6,110.0,36.667,36.667,36.667
4.0,8.0,0.6,115.0,38.333,38.333,38.333
4.0,8.0,0.6,120.0,40.0,40.0,40.0
4.0,8.0,0.6,125.0,41.667,41.667,41.667
4.0,8.0,0.6,130.0,43.333,43.333,43.333
4.0,8.0,0.6,135.0,45.0,45.0,45.0
4.0,8.0,0.6,140.0,46.667,46.667,46.667
4.0,8.0,0.6,145.0,48.333,48.333,48.333
4.0,8.0,0.6,150.0,50.0,50.0,50.0
4.0,8.0,0.6,155.0,51.667,51.667,51.667
4.0,8.0,0.6,160.0,53.333,53.333,53.333
4.0,8.0,0.6,165.0,55.0,55.0,55.0
4.0,8.0,0.6,170.0,56.667,56.667,56.667
4.0,8.0,0.6,175.0,58.333,58.333,58.333
4.0,8.0,0.6,180.0,60.0,60.0,60.0
4.0,8.0,0.7,90.0,30.0,30.0,30.0
4.0,8.0,0.7,95.0,31.667,31.667,31.667
4.0,8.0,0.7,100.0,33.333,33.333,33.333
4.0,8.0,0.7,105.0,35.0,35.0,35.0
4.0,8.0,0.7,110.0,36.667,36.667,36.667
4.0,8.0,0.7,115.0,38.333,38.333,38.333
4.0,8.0,0.7,120.0,40.0,40.0,40.0
4.0,8.0,0.7,125.0,41.667,41.667,41.667
4.0,8.0,0.7,130.0,43.333,43.333,43.333
4.0,8.0,0.7,135.0,45.0,45.0,45.0
4.0,8.0,0.7,140.0,46.667,46.667,46.667
4.0,8.0,0.7,145.0,48.333,48.333,48.333
4.0,8.0,0.7,150.0,50.0,50.0,50.0
4.0,8.0,0.7,155.0,51.667,51.667,51.667
4.0,8.0,0.7,160.0,53.333,53.333,53.333
4.0,8.0,0.7,165.0,55.0,55.0,55.0
4.0,8.0,0.7,170.0,56.667,56.667,56.667
4.0,8.0,0.7,175.0,58.333,58.333,58.333
4.0,8.0,0.7,180.0,60.0,60.0,60.0
4.0,8.0,0.8,90.0,30.0,30.0,30.0
4.0,8.0,0.8,95.0,31.667,31.667,31.667
4.0,8.0,0.8,100.0,33.333,33.333,33.333
4.0,8.0,0.8,105.0,35.0,35.0,35.0
4.0,8.0,0.8,110.0,36.667,36.667,36.667
4.0,8.0,0.8,115.0,38.333,38.333,38.333
4.0,8.0,0.8,120.0,40.0,40.0,40.0
4.0,8.0,0.8,125.0,41.667,41.667,41.667
4.0,8.0,0.8,130.0,43.333,43.333,43.333
4.0,8.0,0.8,135.0,45.0,45.0,45.0
4.0,8.0,0.8,140.0,46.667,46.667,46.667
4.0,8.0,0.8,145.0,48.333,48.333,48.333
4.0,8.0,0.8,150.0,50.0,50.0,50.0
4.0,8.0,0.8,155.0,51.667,51.667,51.667
4.0,8.0,0.8,160.0,53.333,53.333,53.333
4.0,8.0,0.8,165.0,55.0,55.0,55.0
4.0,8.0,0.8,170.0,56.667,56.667,56.667
4.0,8.0,0.8,175.0,58.333,58.333,58.333
4.0,8.0,0.8,180.0,60.0,60.0,60.0
4.0,8.0,0.9,90.0,30.0,30.0,30.0
4.0,8.0,0.9,95.0,31.667,31.667,31.667
4.0,8.0,0.9,100.0,33.333,33.333,33.333
4.0,8.0,0.9,105.0,35.0,35.0,35.0
4.0,8.0,0.9,110.0,36.667,36.667,36.667
4.0,8.0,0.9,115.0,38.333,38.333,38.333
4.0,8.0,0.9,120.0,40.0,40.0,40.0
4.0,8.0,0.9,125.0,41.667,41.667,41.667
4.0,8.0,0.9,130.0,43.333,43.333,43.333
4.0,8.0,0.9,135.0,45.0,45.0,45.0
4.0,8.0,0.9,140.0,46.667,46.667,46.667
4.0,8.0,0.9,145.0,48.333,48.333,48.333
4.0,8.0,0.9,150.0,50.0,50.0,50.0
4.0,8.0,0.9,155.0,51.667,51.667,51.667
4.0,8.0,0.9,160.0,53.333,53.333,53.333
4.0,8.0,0.9,165.0,55.0,55.0,55.0
4.0,8.0,0.9,170.0,56.667,56.667,56.667
4.0,8.0,0.9,175.0,58.333,58.333,58.333
4.0,8.0,0.9,180.0,60.0,60.0,60.0
4.0,8.0,1.0,90.0,30.0,30.0,30.0
4.0,8.0,1.0,95.0,31.667,31.667,31.667
4.0,8.0,1.0,100.0,33.333,33.333,33.333
4.0,8.0,1.0,105.0,35.0,35.0,35.0
4.0,8.0,1.0,110.0,36.667,36.667,36.667
4.0,8.0,1.0,115.0,38.333,38.333,38.333
4.0,8.0,1.0,120.0,40.0,40.0,40.0
4.0,8.0,1.0,125.0,41.667,41.667,41.667
4.0,8.0,1.0,130.0,43.333,43.333,43.333
4.0,8.0,1.0,135.0,45.0,45.0,45.0
4.0,8.0,1.0,140.0,46.667,46.667,46.667
4.0,8.0,1.0,145.0,48.333,48.333,48.333
4.0,8.0,1.0,150.0,50.0,50.0,50.0
4.0,8.0,1.0,155.0,51.667,51.667,51.667
4.0,8.0,1.0,160.0,53.333,53.333,53.333
